x,y,WeightedProbabiliticGoals,GoalProbability
0,28,0,0
0,30,0,0
0,32,0,0
0,34,0,0
0,36,0,0
0,38,0,0
0,40,0,0
0,42,0,0
0,44,0,0
0,46,0,0
0,48,0,0
0,50,0,0
0,52,0,0
0,54,0,0
0,56,0,0
0,58,0,0
0,60,0,0
0,62,0,0
0,64,0,0
2,26,0,0
2,28,0,0
2,30,0,0
2,32,0,0
2,34,0,0
2,36,0,0
2,38,0.0000000602382142853568,0
2,40,0.0000000786683205424989,0
2,42,0.0000000716256363029998,0
2,44,0,0
2,46,0,0
2,48,0,0
2,50,0,0
2,52,0,0
2,54,0,0
2,56,0,0
2,58,0,0
2,60,0,0
2,62,0,0
2,64,0,0
4,26,0,0
4,28,0,0
4,30,0,0
4,32,0,0
4,34,0.000000101998664352982,0
4,36,0.000000274056826746807,0
4,38,0.000000513366576202684,0
4,40,0.000000670432994265158,0
4,42,0.000000610413308452739,0
4,44,0.000000387465851579714,0
4,46,0.000000171468242733922,0
4,48,0.0000000529023282612559,0
4,50,0,0
4,52,0,0
4,54,0,0
4,56,0,0
4,58,0,0
4,60,0,0
4,62,0,0
4,64,0,0
6,26,0,0
6,28,0,0
6,30,0,0
6,32,0.000000157248132002105,0
6,34,0.000000606025376704428,0
6,36,0.00000162830947563087,0
6,38,0.00000305016908509742,0
6,40,0.00000398337968915513,0
6,42,0.00000362677254204312,0
6,44,0.00000230212954407999,0
6,46,0.00000101877908946005,0
6,48,0.000000314319345419268,0
6,50,0.000000067608768473004,0
6,52,0,0
6,54,0,0
6,56,0,0
6,58,0,0
6,60,0,0
6,62,0,0
6,64,0,0
8,26,0,0
8,28,0,0
8,30,0.000000117830617839855,0
8,32,0.00000065136233999945,0
8,34,0.00000251031349271582,0
8,36,0.00000674487802676094,0
8,38,0.0000126345874343133,0
8,40,0.0000165001865675557,0
8,42,0.0000150230277431806,0
8,44,0.00000953601462683023,0
8,46,0.00000422004588038171,0
8,48,0.00000130199183756694,0
8,50,0.000000280052965185413,0
8,52,0,0
8,54,0,0
8,56,0,0
8,58,0,0
8,60,0,0
8,62,0,0
8,64,0,0
10,26,0,0
10,28,0,0
10,30,0.00000034027976946986,0
10,32,0.00000188105121537767,0
10,34,0.00000724946463201428,0
10,36,0.0000194783459691936,0
10,38,0.0000364870742283482,0
10,40,0.0000476504306295714,0
10,42,0.0000433845846767658,0
10,44,0.0000275387918553496,0
10,46,0.0000121869533204027,0
10,48,0.00000375998607544484,0
10,50,0.000000808757181958951,0
10,52,0.000000121280474911328,0
10,54,0,0
10,56,0,0
10,58,0,0
10,60,0,0
10,62,0,0
10,64,0,0
12,16,0,0
12,18,0,0
12,20,0,0
12,22,0,0
12,24,0,0
12,26,0,0
12,28,0.0000000864034859082737,0
12,30,0.00000068510151792554,0
12,32,0.00000378721028569721,0
12,34,0.0000145956935120718,0
12,36,0.0000392166845856389,0
12,38,0.0000734611698410632,0
12,40,0.0000959368886519026,0
12,42,0.0000873482571794622,0
12,44,0.0000554451654041297,0
12,46,0.0000245365753941335,0
12,48,0.00000757015961213153,0
